27, 125 pa2-unknown-h-our-output2.txt
  725.05,    99.11,   473.62
  726.66,    95.82,   598.58
  727.92,    92.96,   723.67
  726.44,   223.87,   476.56
  727.63,   221.03,   601.64
  729.33,   217.81,   726.59
  727.22,   348.93,   479.84
  728.95,   345.67,   604.51
  730.19,   342.73,   729.70
  850.02,    98.12,   472.15
  851.63,    94.88,   597.22
  853.00,    91.79,   722.24
  851.29,   222.93,   475.00
  852.63,   219.70,   600.14
  854.00,   216.73,   725.16
  852.22,   347.97,   478.38
  853.86,   344.91,   603.20
  855.15,   341.77,   728.19
  600.81,    98.50,   601.27
  601.76,    96.91,   726.08
  602.88,    94.82,   851.10
  603.59,   223.70,   603.11
  604.31,   221.95,   728.12
  605.59,   219.74,   853.10
  605.87,   348.53,   604.92
  606.72,   346.69,   729.81
  607.87,   344.84,   854.90
  725.68,    96.04,   600.10
  726.89,    94.25,   725.12
  727.92,    92.47,   850.26
  728.28,   221.22,   602.23
  729.45,   219.18,   726.81
  730.46,   217.35,   851.77
  731.05,   345.85,   604.05
  732.09,   344.00,   728.93
  732.69,   342.43,   853.85
  850.92,    93.52,   599.16
  851.74,    91.71,   723.96
  852.71,    89.76,   849.13
  853.51,   218.33,   601.12
  854.18,   216.65,   725.89
  855.34,   214.89,   850.96
  855.96,   343.54,   602.90
  856.97,   341.39,   727.86
  857.75,   339.72,   852.78
  598.23,   225.55,    98.73
  600.89,   221.83,   224.03
  603.41,   218.44,   348.75
  597.12,   350.34,   102.39
  599.62,   347.01,   227.32
  602.40,   343.41,   352.22
  595.88,   475.08,   106.12
  598.64,   471.90,   231.00
  601.04,   468.07,   355.86
  723.41,   226.50,    96.28
  725.74,   222.96,   221.36
  728.33,   219.55,   346.29
  722.15,   351.50,    99.79
  724.70,   348.20,   224.81
  727.32,   344.74,   349.88
  720.88,   476.36,   103.32
  723.39,   473.02,   228.26
  726.05,   469.46,   353.08
  848.28,   227.97,    93.75
  850.86,   224.42,   218.68
  853.41,   220.97,   343.69
  846.77,   352.68,    97.19
  849.65,   349.51,   222.08
  852.42,   346.05,   347.08
  845.91,   477.81,   100.53
  848.49,   474.45,   225.62
  851.03,   470.59,   350.54
  601.25,   223.44,   224.59
  604.48,   225.95,   349.34
  608.01,   227.99,   474.25
  600.91,   348.31,   222.16
  604.13,   350.79,   347.02
  607.81,   353.03,   472.06
  599.99,   473.17,   219.73
  603.59,   475.89,   344.58
  607.06,   478.27,   469.79
  726.16,   223.72,   221.14
  729.48,   226.14,   345.99
  732.98,   228.51,   470.94
  725.84,   348.73,   218.48
  729.25,   351.21,   343.76
  732.70,   353.53,   468.63
  725.04,   473.78,   216.52
  728.38,   476.23,   341.06
  731.99,   478.50,   466.30
  851.13,   224.21,   217.47
  854.77,   226.85,   342.47
  858.05,   229.04,   467.36
  850.53,   349.09,   215.12
  854.10,   351.85,   340.04
  857.36,   353.90,   465.00
  849.89,   474.09,   213.03
  853.43,   476.66,   337.59
  856.97,   478.91,   462.59
  600.61,   222.90,   348.95
  601.97,   224.47,   473.61
  602.95,   225.95,   598.64
  602.97,   348.12,   347.25
  604.11,   349.31,   472.37
  605.43,   350.68,   597.21
  605.68,   472.96,   345.84
  606.80,   474.55,   471.01
  607.78,   475.85,   595.84
  725.53,   220.59,   347.59
  726.88,   222.12,   472.74
  727.85,   223.54,   597.72
  727.93,   345.48,   346.21
  729.11,   346.83,   471.29
  730.35,   348.45,   596.31
  730.49,   470.51,   344.90
  731.60,   471.78,   470.03
  732.82,   473.42,   594.87
  850.70,   218.07,   346.88
  851.75,   219.65,   471.45
  853.02,   220.78,   596.68
  852.97,   343.11,   345.35
  854.32,   344.34,   470.04
  855.28,   345.87,   595.45
  855.61,   468.07,   343.96
  856.61,   469.66,   468.97
  857.61,   470.77,   593.87
  598.34,   224.27,   475.29
  597.32,   220.63,   600.31
  596.36,   217.37,   724.95
  595.31,   349.42,   478.95
  594.43,   345.95,   603.77
  593.21,   342.00,   728.75
  592.58,   474.05,   482.34
  591.31,   470.42,   607.32
  590.49,   467.02,   732.13
  723.12,   227.05,   476.25
  722.30,   223.62,   601.19
  721.33,   220.03,   726.03
  720.19,   352.25,   479.64
  719.34,   348.57,   604.59
  718.28,   345.15,   729.64
  717.35,   477.13,   483.58
  716.61,   473.59,   608.26
  715.50,   470.03,   733.07
  847.96,   230.15,   477.31
  847.34,   226.54,   602.54
  846.29,   223.05,   727.22
  845.25,   355.04,   480.89
  844.14,   351.63,   605.76
  843.40,   348.06,   730.85
  842.31,   479.84,   484.50
  841.45,   476.33,   609.31
  840.40,   472.97,   734.18
  600.08,   226.02,   598.78
  601.56,   222.48,   723.60
  602.61,   218.91,   848.45
  598.67,   350.93,   602.20
  599.67,   347.50,   727.55
  600.95,   343.57,   852.22
  596.84,   475.84,   606.11
  598.23,   472.35,   731.11
  599.53,   468.64,   855.97
  725.03,   227.75,   597.57
  726.44,   224.22,   722.58
  727.64,   220.70,   847.54
  723.33,   352.72,   601.14
  724.92,   349.21,   726.04
  725.88,   345.44,   851.03
  721.61,   477.67,   605.00
  722.96,   474.14,   729.77
  724.34,   470.26,   854.88
  850.15,   229.70,   596.52
  851.55,   226.12,   721.25
  852.76,   222.22,   846.31
  848.63,   354.46,   600.04
  849.64,   351.01,   724.64
  850.83,   347.15,   849.88
  846.78,   479.56,   603.60
  847.79,   475.89,   728.78
  849.23,   472.18,   853.69
  598.69,   349.77,   100.70
  599.21,   349.95,   225.58
  599.27,   349.94,   350.78
  599.84,   474.53,   100.73
  600.48,   474.69,   225.83
  600.81,   474.96,   350.84
  601.62,   599.80,   100.62
  602.01,   599.87,   225.43
  602.52,   599.62,   350.78
  723.46,   348.09,   100.42
  723.85,   348.54,   225.17
  724.38,   348.30,   350.42
  725.22,   473.13,   100.19
  725.21,   473.35,   225.24
  725.70,   473.48,   350.28
  726.42,   598.23,   100.27
  726.99,   598.15,   225.28
  727.45,   598.47,   350.22
  848.57,   346.57,    99.97
  848.96,   346.79,   225.07
  849.35,   347.10,   349.92
  850.15,   471.85,    99.75
  850.22,   471.82,   225.02
  850.94,   472.04,   349.73
  851.50,   596.70,    99.90
  852.01,   596.64,   224.65
  852.38,   597.03,   349.79
  601.94,   349.44,   223.24
  604.00,   346.10,   348.21
  606.27,   342.84,   473.02
  603.00,   474.43,   226.47
  605.31,   471.20,   351.24
  607.08,   467.64,   476.41
  604.15,   599.33,   229.67
  606.11,   596.08,   354.65
  608.44,   592.97,   479.68
  726.98,   348.46,   220.95
  728.97,   345.31,   345.79
  731.15,   341.76,   470.84
  727.74,   473.62,   224.30
  729.96,   470.06,   349.23
  732.35,   466.95,   474.22
  728.93,   598.61,   227.66
  731.19,   595.22,   352.40
  733.35,   591.57,   477.52
  852.03,   347.50,   218.58
  854.18,   344.24,   343.95
  856.13,   340.76,   468.47
  852.90,   472.49,   222.15
  855.08,   469.26,   347.15
  857.22,   465.78,   471.88
  854.18,   597.40,   225.42
  856.17,   594.24,   350.27
  858.34,   590.59,   475.17
  601.56,   350.48,   348.88
  603.74,   349.95,   474.11
  605.29,   349.46,   598.82
  599.92,   475.39,   349.57
  601.99,   474.85,   474.37
  603.70,   474.54,   599.71
  598.42,   600.56,   350.33
  600.27,   599.84,   474.97
  602.30,   599.27,   600.08
  726.81,   352.09,   347.04
  728.46,   351.70,   471.93
  730.24,   350.83,   596.99
  725.18,   477.16,   347.85
  727.04,   476.59,   472.79
  728.96,   476.08,   597.76
  723.37,   602.38,   348.13
  725.23,   601.47,   473.47
  727.19,   600.85,   598.32
  851.84,   353.64,   345.44
  853.42,   353.13,   470.28
  855.42,   352.85,   595.20
  849.86,   478.71,   345.93
  851.71,   478.22,   471.03
  853.74,   477.61,   595.76
  848.30,   603.63,   346.55
  850.31,   603.20,   471.62
  852.04,   602.71,   596.30
  601.27,   349.63,   473.77
  601.89,   349.70,   598.69
  602.85,   349.94,   723.85
  601.83,   474.50,   473.49
  602.71,   474.93,   598.50
  603.42,   475.20,   723.34
  602.51,   599.50,   473.16
  602.93,   600.01,   598.20
  603.77,   600.04,   723.37
  726.35,   349.12,   473.12
  726.91,   349.31,   597.95
  727.80,   349.48,   723.00
  726.91,   474.01,   472.82
  727.67,   474.16,   598.04
  728.17,   474.44,   722.80
  727.41,   598.93,   472.53
  727.87,   599.48,   597.75
  728.53,   599.50,   722.54
  851.45,   348.52,   472.38
  852.05,   348.86,   597.31
  852.78,   348.88,   722.35
  851.77,   473.45,   472.21
  852.63,   473.88,   597.36
  853.37,   474.06,   722.00
  852.41,   598.66,   471.80
  853.01,   598.72,   596.74
  853.72,   599.16,   722.08
  600.60,   349.41,   599.18
  596.87,   352.10,   724.35
  593.18,   354.12,   849.13
  600.15,   474.53,   597.15
  596.82,   477.02,   721.96
  593.10,   479.41,   846.93
  600.05,   599.57,   594.80
  596.29,   602.03,   719.50
  592.84,   604.20,   844.51
  725.39,   350.04,   602.88
  721.93,   352.33,   727.85
  718.15,   354.49,   852.98
  725.09,   475.07,   600.42
  721.50,   477.21,   725.63
  717.98,   479.73,   850.40
  724.99,   599.93,   598.03
  721.27,   602.35,   723.15
  717.80,   604.58,   848.11
  850.40,   350.22,   606.49
  846.62,   352.60,   731.51
  843.21,   355.02,   856.42
  850.10,   475.29,   604.18
  846.40,   477.64,   729.27
  843.26,   480.10,   853.88
  849.89,   600.43,   601.69
  846.34,   602.52,   726.70
  842.53,   604.90,   851.70
  601.47,   473.09,    98.23
  601.24,   469.55,   222.93
  600.75,   466.31,   347.95
  600.05,   597.99,   101.28
  599.52,   594.83,   226.42
  599.19,   591.37,   351.20
  597.90,   722.96,   104.81
  597.83,   719.70,   229.83
  597.43,   716.31,   354.47
  726.55,   474.84,    98.52
  726.41,   471.34,   223.54
  725.78,   467.95,   348.47
  725.16,   599.81,   101.87
  724.45,   596.37,   226.51
  724.36,   593.23,   351.64
  723.20,   724.66,   104.80
  722.62,   721.15,   230.43
  722.40,   717.81,   355.12
  851.82,   476.42,    98.68
  851.23,   473.28,   223.70
  851.09,   469.84,   348.79
  849.72,   601.34,   102.40
  849.61,   598.32,   227.02
  849.17,   594.83,   352.00
  848.27,   726.36,   105.31
  847.82,   723.17,   230.52
  847.19,   719.69,   355.65
  599.25,   473.41,   224.36
  602.67,   471.58,   349.26
  605.81,   469.84,   474.19
  602.55,   598.53,   225.87
  605.55,   596.49,   351.09
  608.91,   594.59,   476.09
  605.17,   723.34,   228.03
  608.80,   721.36,   352.87
  612.06,   719.55,   477.87
  724.19,   470.24,   221.17
  727.57,   468.44,   345.92
  730.76,   466.75,   470.89
  727.16,   595.49,   222.57
  730.62,   593.43,   347.61
  733.81,   591.65,   472.73
  730.21,   720.27,   224.63
  733.57,   718.31,   349.52
  736.71,   716.46,   474.37
  849.27,   467.44,   217.94
  852.46,   465.62,   342.70
  855.67,   463.74,   467.62
  852.01,   592.44,   219.47
  855.66,   590.55,   344.20
  858.80,   588.75,   469.28
  855.29,   717.55,   221.20
  858.27,   715.48,   346.32
  861.73,   713.89,   470.89
  600.26,   475.20,   350.21
  603.88,   476.40,   475.29
  607.36,   477.68,   600.27
  602.07,   600.20,   348.85
  605.67,   601.33,   473.94
  609.28,   602.73,   598.88
  604.16,   725.18,   347.32
  607.30,   726.41,   472.48
  610.94,   727.54,   597.54
  725.29,   473.15,   346.54
  728.89,   474.55,   471.83
  732.34,   475.94,   596.66
  727.07,   598.26,   345.20
  730.44,   599.57,   470.28
  734.00,   600.84,   595.02
  728.92,   722.90,   344.19
  732.40,   724.28,   468.66
  736.16,   725.83,   594.07
  850.23,   471.13,   343.00
  853.58,   472.59,   467.99
  857.39,   473.92,   593.23
  851.90,   596.39,   341.72
  855.67,   597.40,   466.87
  859.15,   598.94,   591.70
  853.60,   721.36,   340.76
  857.68,   722.55,   465.13
  860.79,   723.92,   590.51
  598.90,   474.50,   473.91
  595.57,   475.25,   598.71
  592.38,   476.32,   723.56
  602.12,   599.44,   472.99
  598.95,   600.22,   597.98
  595.70,   601.15,   722.76
  605.63,   724.45,   472.19
  602.70,   725.26,   597.01
  599.07,   726.01,   721.99
  723.79,   471.06,   476.90
  720.40,   472.16,   602.03
  717.15,   473.02,   726.90
  727.13,   596.25,   476.27
  724.15,   597.10,   601.28
  720.59,   597.92,   726.29
  730.59,   721.02,   475.50
  727.23,   721.80,   600.51
  724.22,   722.94,   725.31
  848.62,   467.72,   480.38
  845.52,   468.65,   605.11
  842.26,   469.59,   730.37
  852.10,   592.67,   479.63
  848.79,   593.70,   604.23
  845.65,   594.46,   729.41
  855.81,   717.69,   478.50
  852.35,   718.57,   603.77
  848.96,   719.61,   728.53
  601.17,   475.57,   598.32
  600.88,   474.28,   723.13
  600.18,   472.90,   848.21
  599.12,   600.72,   599.37
  598.67,   599.27,   724.51
  598.27,   598.00,   849.69
  597.38,   725.93,   601.10
  596.97,   724.44,   725.84
  596.39,   722.74,   851.01
  726.01,   477.67,   598.75
  725.66,   476.26,   723.42
  725.11,   474.54,   848.75
  724.42,   602.63,   600.20
  723.65,   601.13,   725.29
  723.32,   599.76,   850.07
  722.52,   727.70,   601.40
  721.91,   726.10,   726.63
  721.30,   724.78,   851.45
  851.28,   479.40,   599.27
  850.64,   477.94,   724.21
  850.13,   476.70,   849.31
  849.23,   604.37,   600.72
  848.95,   602.93,   725.77
  848.12,   601.45,   850.63
  847.22,   729.15,   602.19
  847.11,   728.19,   726.99
  846.67,   726.62,   852.07
  598.61,   598.80,    98.14
  600.23,   595.36,   223.34
  601.65,   591.60,   348.35
  595.14,   723.67,   101.92
  596.53,   720.05,   226.77
  598.05,   716.50,   351.58
  591.64,   848.52,   105.63
  593.05,   845.32,   230.30
  594.58,   841.51,   355.34
  723.68,   602.41,    97.02
  725.18,   598.96,   221.88
  726.54,   595.27,   346.96
  720.06,   727.53,   100.50
  721.28,   723.91,   225.71
  723.14,   720.12,   350.43
  716.43,   852.31,   104.06
  717.77,   848.71,   229.28
  719.49,   845.35,   353.69
  848.43,   606.28,    95.61
  849.97,   602.52,   220.35
  851.55,   599.07,   345.50
  844.94,   731.03,    99.35
  846.50,   727.44,   223.88
  848.02,   723.75,   349.21
  841.29,   855.93,   102.80
  842.93,   852.28,   227.60
  844.29,   848.70,   352.73
  598.33,   600.14,   224.08
  599.67,   602.49,   349.08
  600.97,   605.16,   473.89
  601.30,   725.17,   221.45
  602.63,   727.57,   346.31
  603.57,   730.34,   471.33
  604.20,   850.18,   218.56
  605.49,   852.61,   343.53
  606.54,   855.01,   468.71
  723.31,   597.31,   222.57
  724.52,   599.71,   347.87
  725.94,   602.30,   472.79
  726.21,   722.27,   220.31
  727.72,   724.87,   345.07
  728.73,   727.07,   470.23
  729.10,   847.03,   217.61
  730.52,   849.46,   342.74
  731.73,   852.21,   467.45
  848.59,   594.29,   221.75
  849.47,   596.87,   346.49
  850.92,   599.27,   471.75
  851.31,   719.14,   218.84
  852.46,   721.58,   344.20
  853.80,   724.23,   468.72
  854.25,   844.32,   216.09
  855.08,   846.57,   341.51
  856.60,   849.46,   466.29
  601.05,   600.92,   350.10
  602.47,   602.47,   475.21
  604.05,   604.47,   599.83
  603.18,   725.99,   348.17
  604.47,   727.68,   473.16
  605.81,   729.29,   598.19
  604.63,   851.00,   346.51
  606.12,   852.67,   471.60
  607.59,   854.29,   596.43
  726.10,   599.09,   348.81
  727.30,   600.66,   473.74
  728.87,   602.52,   598.53
  727.91,   723.90,   347.12
  729.46,   725.99,   471.68
  730.55,   727.59,   596.97
  729.81,   848.95,   345.03
  731.14,   850.93,   470.28
  732.25,   852.59,   595.06
  851.05,   597.37,   347.46
  852.48,   599.20,   472.31
  853.91,   600.76,   597.45
  853.01,   722.08,   345.60
  854.33,   724.04,   470.41
  855.76,   725.69,   595.61
  854.79,   847.45,   344.12
  856.28,   849.01,   468.55
  857.31,   850.78,   593.85
  600.85,   599.74,   473.17
  602.29,   602.93,   598.40
  603.55,   605.79,   723.27
  600.22,   724.94,   470.33
  601.35,   727.67,   595.20
  602.60,   730.84,   720.36
  599.44,   849.63,   467.40
  600.60,   853.02,   592.29
  601.88,   855.64,   717.17
  725.82,   600.65,   472.01
  727.27,   603.60,   596.82
  728.38,   606.63,   721.98
  725.30,   725.49,   469.06
  726.48,   728.51,   594.08
  727.59,   731.53,   719.08
  724.19,   850.68,   465.98
  725.68,   853.42,   591.08
  726.92,   856.66,   716.11
  850.95,   601.49,   470.87
  852.17,   604.47,   595.72
  853.50,   607.26,   720.67
  850.24,   726.67,   467.54
  851.50,   729.34,   593.13
  852.81,   732.27,   717.59
  849.45,   851.27,   464.53
  850.68,   854.44,   589.99
  851.78,   857.37,   714.73
  601.03,   600.63,   597.93
  601.28,   598.12,   723.09
  601.82,   595.70,   848.00
  605.05,   725.37,   600.71
  605.40,   722.98,   725.67
  605.54,   720.42,   850.56
  608.67,   850.38,   603.01
  608.76,   847.85,   727.97
  609.04,   845.29,   853.12
  726.23,   597.04,   597.49
  726.38,   594.17,   722.70
  726.65,   591.87,   847.49
  729.88,   721.96,   600.40
  730.17,   719.23,   725.32
  730.44,   716.63,   850.04
  733.75,   846.63,   602.88
  733.97,   844.15,   727.66
  734.51,   841.59,   852.37
  851.12,   593.23,   597.19
  851.24,   590.65,   722.30
  851.45,   588.13,   847.22
  854.56,   718.04,   600.10
  855.07,   715.52,   724.70
  855.19,   712.97,   849.91
  858.51,   842.85,   602.51
  858.90,   840.48,   727.29
  859.02,   837.89,   852.42
