27, 125 pa2-unknown-g-our-output2.txt
  725.93,    99.29,   477.90
  724.63,   102.11,   602.84
  723.58,   104.85,   727.84
  727.51,   224.38,   475.11
  726.40,   227.02,   600.13
  725.20,   229.84,   725.05
  729.25,   349.22,   472.37
  728.08,   352.01,   597.34
  726.91,   354.77,   722.31
  850.89,    97.65,   479.14
  849.61,   100.47,   604.03
  848.58,   103.18,   729.10
  852.53,   222.65,   476.35
  851.37,   225.38,   601.28
  850.22,   228.19,   726.27
  854.22,   347.56,   473.59
  853.06,   350.33,   598.52
  851.86,   353.10,   723.50
  598.00,    99.72,   600.74
  598.60,    96.39,   725.70
  599.09,    93.08,   850.65
  600.58,   224.67,   604.03
  601.14,   221.40,   728.96
  601.76,   218.12,   853.93
  603.11,   349.56,   607.31
  603.68,   346.26,   732.28
  604.26,   342.94,   857.28
  722.93,    97.20,   600.09
  723.55,    93.90,   725.07
  724.09,    90.69,   849.98
  725.56,   222.10,   603.44
  726.09,   218.84,   728.34
  726.64,   215.40,   853.35
  728.09,   347.05,   606.68
  728.63,   343.74,   731.65
  729.13,   340.54,   856.54
  847.90,    94.71,   599.46
  848.47,    91.33,   724.41
  849.04,    88.10,   849.40
  850.50,   219.58,   602.77
  851.12,   216.33,   727.77
  851.67,   212.92,   852.70
  853.05,   344.51,   606.04
  853.55,   341.20,   730.99
  854.14,   338.07,   855.94
  600.52,   224.58,    99.31
  601.60,   227.99,   224.20
  602.64,   231.34,   349.20
  597.92,   349.37,    95.88
  598.91,   352.79,   220.82
  599.94,   356.26,   345.80
  595.13,   474.43,    92.49
  596.26,   477.86,   217.44
  597.30,   481.20,   342.40
  725.48,   227.22,    98.18
  726.54,   230.62,   223.13
  727.61,   233.97,   348.10
  722.88,   351.98,    94.77
  723.88,   355.44,   219.76
  724.90,   358.98,   344.67
  720.14,   477.20,    91.42
  721.21,   480.52,   216.37
  722.27,   483.86,   341.24
  850.46,   229.82,    97.06
  851.52,   233.25,   222.02
  852.57,   236.61,   346.94
  847.86,   354.75,    93.63
  848.88,   358.10,   218.61
  849.88,   361.60,   343.56
  845.09,   479.65,    90.30
  846.11,   483.09,   215.30
  847.24,   486.52,   340.10
  599.96,   224.28,   224.53
  601.49,   223.59,   349.57
  602.96,   223.04,   474.56
  598.01,   349.12,   225.18
  599.52,   348.59,   350.19
  601.04,   347.99,   475.17
  596.13,   474.26,   225.82
  597.64,   473.56,   350.82
  599.13,   472.95,   475.80
  724.92,   226.19,   223.07
  726.46,   225.50,   348.09
  727.91,   225.02,   473.03
  723.00,   351.07,   223.72
  724.49,   350.59,   348.68
  726.04,   349.89,   473.67
  721.10,   476.19,   224.33
  722.62,   475.53,   349.26
  724.09,   474.91,   474.37
  849.89,   228.11,   221.58
  851.43,   227.43,   346.53
  852.92,   226.90,   471.57
  848.01,   353.03,   222.17
  849.48,   352.49,   347.17
  851.00,   351.83,   472.19
  846.00,   478.06,   222.88
  847.59,   477.46,   347.74
  849.06,   476.77,   472.89
  599.45,   224.61,   349.65
  597.56,   223.72,   474.63
  595.73,   222.78,   599.61
  596.66,   349.58,   350.54
  594.82,   348.66,   475.51
  592.97,   347.71,   600.49
  593.96,   474.54,   351.43
  592.07,   473.60,   476.41
  590.22,   472.72,   601.39
  724.40,   227.32,   351.53
  722.49,   226.51,   476.47
  720.69,   225.46,   601.51
  721.61,   352.38,   352.40
  719.79,   351.35,   477.38
  717.92,   350.45,   602.36
  718.91,   477.31,   353.26
  717.02,   476.37,   478.35
  715.19,   475.52,   603.24
  849.34,   230.06,   353.37
  847.47,   229.22,   478.40
  845.63,   228.24,   603.34
  846.58,   355.11,   354.26
  844.75,   354.13,   479.27
  842.91,   353.24,   604.21
  843.86,   480.06,   355.11
  841.96,   479.04,   480.24
  840.16,   478.23,   605.04
  598.74,   224.76,   475.88
  598.67,   223.42,   600.88
  598.58,   222.14,   725.85
  596.75,   349.71,   477.18
  596.66,   348.37,   602.18
  596.58,   347.06,   727.18
  594.75,   474.67,   478.51
  594.66,   473.39,   603.50
  594.57,   472.02,   728.50
  723.71,   226.81,   475.95
  723.67,   225.38,   601.01
  723.53,   224.11,   725.96
  721.75,   351.66,   477.30
  721.64,   350.38,   602.29
  721.54,   349.05,   727.30
  719.72,   476.69,   478.69
  719.66,   475.45,   603.59
  719.56,   474.06,   728.62
  848.72,   228.78,   476.13
  848.62,   227.40,   601.09
  848.56,   226.12,   726.11
  846.73,   353.69,   477.43
  846.64,   352.41,   602.38
  846.52,   351.06,   727.39
  844.71,   478.62,   478.82
  844.64,   477.43,   603.65
  844.60,   476.04,   728.82
  599.82,   224.69,   598.76
  599.19,   224.15,   723.74
  598.60,   223.59,   848.74
  601.93,   349.63,   599.33
  601.30,   349.06,   724.35
  600.69,   348.46,   849.38
  604.04,   474.67,   599.93
  603.41,   474.04,   724.94
  602.75,   473.55,   849.87
  724.81,   222.53,   599.41
  724.14,   221.99,   724.37
  723.50,   221.35,   849.38
  726.91,   347.53,   599.95
  726.27,   346.95,   724.96
  725.60,   346.42,   849.93
  729.04,   472.61,   600.53
  728.40,   471.97,   725.56
  727.83,   471.32,   850.55
  849.77,   220.43,   600.00
  849.17,   219.90,   725.03
  848.53,   219.26,   850.01
  851.89,   345.41,   600.57
  851.21,   344.83,   725.57
  850.58,   344.38,   850.57
  854.01,   470.46,   601.12
  853.43,   469.83,   726.27
  852.83,   469.12,   851.14
  598.35,   350.90,   101.37
  599.16,   349.33,   226.36
  600.02,   347.83,   351.37
  598.37,   476.04,   102.94
  599.32,   474.46,   227.94
  600.17,   472.80,   352.94
  598.58,   600.83,   104.55
  599.36,   599.30,   229.52
  600.25,   597.81,   354.50
  723.32,   350.77,   100.50
  724.16,   349.25,   225.54
  725.01,   347.79,   350.49
  723.39,   476.03,   102.13
  724.30,   474.36,   227.10
  725.17,   472.74,   352.03
  723.57,   600.76,   103.66
  724.38,   599.24,   228.69
  725.27,   597.73,   353.58
  848.35,   350.78,    99.62
  849.21,   349.16,   224.63
  850.01,   347.65,   349.64
  848.36,   475.71,   101.30
  849.24,   474.19,   226.28
  850.17,   472.62,   351.16
  848.60,   600.76,   102.75
  849.42,   599.15,   227.80
  850.27,   597.60,   352.73
  601.41,   351.16,   223.55
  602.03,   354.61,   348.53
  602.66,   358.01,   473.47
  605.06,   476.20,   220.15
  605.70,   479.51,   345.12
  606.28,   482.88,   470.07
  608.61,   600.93,   216.78
  609.28,   604.43,   341.70
  609.90,   607.81,   466.71
  726.35,   347.53,   223.07
  726.96,   351.05,   347.99
  727.63,   354.34,   472.95
  729.98,   472.57,   219.66
  730.63,   475.91,   344.53
  731.22,   479.29,   469.61
  733.58,   597.36,   216.29
  734.24,   600.80,   341.08
  734.80,   604.19,   466.20
  851.35,   343.91,   222.49
  851.92,   347.38,   347.45
  852.56,   350.72,   472.43
  854.89,   468.83,   219.19
  855.58,   472.25,   344.00
  856.16,   475.55,   469.10
  858.57,   593.78,   215.71
  859.20,   597.11,   340.63
  859.77,   600.61,   465.70
  601.12,   349.90,   349.73
  597.99,   353.26,   474.62
  594.86,   356.59,   599.54
  599.30,   474.84,   346.32
  596.13,   478.17,   471.23
  593.00,   481.58,   596.15
  597.41,   599.80,   342.92
  594.28,   603.13,   467.88
  591.16,   606.50,   592.71
  726.05,   351.92,   352.79
  722.96,   355.16,   477.72
  719.81,   358.55,   602.61
  724.25,   476.81,   349.36
  721.07,   480.15,   474.38
  717.96,   483.57,   599.21
  722.37,   601.75,   345.94
  719.18,   605.09,   470.99
  716.13,   608.38,   595.76
  851.01,   353.82,   355.87
  847.90,   357.13,   480.81
  844.77,   360.52,   605.67
  849.19,   478.75,   352.42
  846.01,   482.03,   477.49
  842.91,   485.50,   602.23
  847.32,   603.66,   349.01
  844.13,   607.06,   474.10
  841.09,   610.32,   598.81
  598.06,   351.49,   473.22
  601.25,   348.57,   598.15
  604.45,   345.67,   723.08
  595.09,   476.40,   476.20
  598.28,   473.55,   601.13
  601.46,   470.60,   726.07
  592.11,   601.35,   479.22
  595.32,   598.46,   604.06
  598.50,   595.55,   729.09
  723.00,   354.51,   470.11
  726.18,   351.63,   595.03
  729.35,   348.75,   719.96
  720.00,   479.48,   473.16
  723.21,   476.67,   598.00
  726.40,   473.70,   722.95
  716.99,   604.41,   476.14
  720.26,   601.45,   600.92
  723.37,   598.61,   725.95
  847.93,   357.58,   467.01
  851.11,   354.70,   591.90
  854.24,   351.78,   716.83
  844.92,   482.48,   470.06
  848.13,   479.68,   594.84
  851.37,   476.75,   719.89
  841.91,   607.49,   473.05
  845.19,   604.52,   597.77
  848.29,   601.63,   722.84
  601.94,   350.88,   600.06
  604.10,   351.61,   725.06
  606.28,   352.33,   850.07
  600.15,   475.92,   599.37
  602.30,   476.59,   724.36
  604.43,   477.42,   849.28
  598.37,   600.88,   598.62
  600.52,   601.60,   723.70
  602.72,   602.34,   848.57
  726.91,   352.68,   597.90
  729.05,   353.41,   722.89
  731.19,   354.16,   847.85
  725.12,   477.76,   597.19
  727.28,   478.43,   722.18
  729.49,   479.07,   847.19
  723.36,   602.61,   596.43
  725.44,   603.39,   721.50
  727.58,   604.14,   846.46
  851.89,   354.46,   595.72
  853.99,   355.18,   720.71
  856.13,   355.98,   845.70
  850.09,   479.51,   594.99
  852.29,   480.22,   720.10
  854.47,   480.78,   845.04
  848.33,   604.42,   594.23
  850.40,   605.14,   719.35
  852.55,   606.05,   844.25
  598.27,   474.71,   100.17
  597.96,   477.22,   225.15
  597.57,   479.64,   350.14
  596.38,   599.48,    97.67
  595.87,   602.02,   222.67
  595.52,   604.62,   347.61
  594.33,   724.65,    95.11
  593.91,   727.14,   220.20
  593.53,   729.57,   345.03
  723.28,   476.85,   100.57
  722.93,   479.26,   225.52
  722.55,   481.70,   350.44
  721.33,   601.52,    97.98
  720.88,   604.07,   223.04
  720.52,   606.66,   347.91
  719.23,   726.60,    95.49
  718.86,   729.14,   220.55
  718.51,   731.58,   345.34
  848.23,   478.67,   100.96
  847.85,   481.22,   225.91
  847.54,   483.74,   350.77
  846.34,   603.66,    98.32
  845.91,   606.14,   223.35
  845.50,   608.66,   348.25
  844.19,   728.65,    95.93
  843.86,   731.20,   220.87
  843.50,   733.64,   345.70
  600.06,   475.56,   224.07
  600.39,   477.49,   349.07
  600.69,   479.49,   474.05
  602.12,   600.37,   222.08
  602.50,   602.48,   347.04
  602.82,   604.48,   472.07
  604.31,   725.47,   220.11
  604.64,   727.44,   344.96
  604.95,   729.56,   470.10
  725.03,   473.44,   223.80
  725.38,   475.38,   348.71
  725.67,   477.39,   473.81
  727.13,   598.28,   221.81
  727.49,   600.35,   346.67
  727.76,   602.36,   471.80
  729.27,   723.31,   219.81
  729.65,   725.26,   344.60
  729.92,   727.29,   469.90
  849.95,   471.23,   223.55
  850.36,   473.24,   348.40
  850.65,   475.17,   473.53
  852.15,   596.18,   221.47
  852.48,   598.18,   346.39
  852.76,   600.26,   471.53
  854.25,   721.12,   219.49
  854.56,   723.23,   344.38
  854.96,   725.09,   469.50
  601.22,   475.04,   348.89
  604.58,   478.38,   473.79
  607.99,   481.78,   598.69
  602.40,   600.02,   345.50
  605.80,   603.35,   470.46
  609.23,   606.71,   595.26
  603.64,   724.95,   342.05
  607.01,   728.42,   467.13
  610.43,   731.66,   591.80
  726.16,   473.77,   345.46
  729.53,   477.11,   470.49
  732.96,   480.53,   595.31
  727.37,   598.72,   342.06
  730.70,   602.06,   467.11
  734.20,   605.32,   591.88
  728.60,   723.61,   338.61
  731.95,   726.98,   463.85
  735.40,   730.38,   588.53
  851.11,   472.46,   342.08
  854.48,   475.71,   467.14
  857.89,   479.18,   591.93
  852.32,   597.36,   338.70
  855.67,   600.79,   463.77
  859.15,   604.09,   588.47
  853.48,   722.41,   335.35
  856.96,   725.61,   460.36
  860.25,   729.04,   585.10
  600.30,   476.58,   474.03
  601.09,   478.41,   599.01
  601.88,   480.12,   724.01
  601.23,   601.58,   472.30
  602.03,   603.37,   597.19
  602.82,   605.11,   722.27
  602.15,   726.68,   470.58
  602.96,   728.34,   595.33
  603.70,   730.08,   720.54
  725.29,   475.67,   473.33
  726.09,   477.52,   598.22
  726.87,   479.23,   723.23
  726.18,   600.66,   471.55
  727.05,   602.36,   596.40
  727.76,   604.18,   721.47
  727.14,   725.62,   469.90
  727.96,   727.42,   594.62
  728.78,   729.19,   719.70
  850.28,   474.66,   472.58
  851.08,   476.54,   597.42
  851.91,   478.28,   722.53
  851.19,   599.76,   470.82
  852.05,   601.46,   595.59
  852.75,   603.19,   720.73
  852.20,   724.60,   469.05
  852.93,   726.52,   593.83
  853.73,   728.19,   718.99
  599.08,   476.48,   600.36
  600.85,   478.51,   725.35
  602.58,   480.69,   850.25
  596.58,   601.42,   598.26
  598.33,   603.49,   723.34
  600.13,   605.58,   848.20
  594.06,   726.37,   596.14
  595.78,   728.44,   721.31
  597.64,   730.47,   846.12
  724.05,   479.02,   598.54
  725.81,   481.04,   723.53
  727.62,   483.05,   848.52
  721.56,   603.85,   596.44
  723.25,   605.98,   721.51
  725.00,   608.08,   846.44
  719.00,   728.87,   594.37
  720.79,   730.94,   719.48
  722.51,   733.04,   844.41
  849.02,   481.49,   596.70
  850.82,   483.53,   721.81
  852.61,   485.47,   846.72
  846.53,   606.35,   594.61
  848.21,   608.44,   719.69
  849.96,   610.70,   844.60
  844.00,   731.47,   592.61
  845.88,   733.52,   717.60
  847.58,   735.44,   842.70
  600.49,   601.44,    99.51
  602.16,   599.63,   224.49
  603.97,   597.87,   349.45
  602.76,   726.64,   101.31
  604.57,   724.72,   226.35
  606.32,   722.83,   351.23
  605.22,   851.28,   103.11
  606.87,   849.60,   228.15
  608.58,   847.82,   352.95
  725.42,   599.16,    97.66
  727.15,   597.35,   222.73
  728.95,   595.57,   347.58
  727.71,   724.25,    99.57
  729.50,   722.37,   224.55
  731.32,   720.47,   349.35
  730.12,   849.32,   101.42
  731.82,   847.41,   226.36
  733.67,   845.44,   351.26
  850.40,   596.94,    95.86
  852.15,   595.08,   220.89
  853.92,   593.21,   345.80
  852.72,   721.88,    97.69
  854.46,   720.01,   222.75
  856.21,   718.26,   347.63
  855.07,   846.84,    99.50
  856.82,   844.93,   224.56
  858.59,   843.25,   349.37
  600.48,   599.22,   226.89
  602.86,   600.80,   351.85
  605.22,   602.26,   476.86
  604.02,   724.29,   225.38
  606.36,   725.74,   350.24
  608.69,   727.34,   475.36
  607.46,   849.13,   223.81
  609.73,   850.70,   348.60
  612.24,   852.19,   473.68
  725.43,   595.75,   224.61
  727.82,   597.31,   349.46
  730.10,   598.78,   474.58
  728.92,   720.74,   223.07
  731.31,   722.18,   347.86
  733.61,   723.68,   473.15
  732.34,   845.81,   221.50
  734.81,   847.11,   346.40
  737.09,   848.65,   471.54
  850.40,   592.28,   222.27
  852.75,   593.76,   347.17
  855.06,   595.32,   472.30
  853.85,   717.19,   220.75
  856.17,   718.79,   345.64
  858.58,   720.15,   470.70
  857.30,   842.15,   219.21
  859.67,   843.78,   344.00
  861.95,   845.19,   469.16
  600.85,   598.22,   350.02
  601.18,   595.42,   475.03
  601.54,   592.67,   599.92
  602.00,   723.18,   352.74
  602.30,   720.50,   477.86
  602.66,   717.61,   602.59
  603.04,   848.15,   355.43
  603.48,   845.40,   480.51
  603.67,   842.56,   605.40
  725.87,   597.12,   349.59
  726.14,   594.33,   474.70
  726.56,   591.51,   599.53
  727.01,   722.02,   352.34
  727.28,   719.27,   477.59
  727.66,   716.50,   602.28
  728.13,   847.01,   355.19
  728.39,   844.31,   480.31
  728.82,   841.51,   605.09
  850.87,   595.98,   349.25
  851.15,   593.25,   474.39
  851.56,   590.43,   599.12
  851.97,   720.99,   352.01
  852.33,   718.09,   477.16
  852.64,   715.46,   601.89
  853.20,   845.88,   354.74
  853.37,   843.07,   479.95
  853.82,   840.47,   604.66
  598.18,   601.41,   475.01
  600.84,   601.72,   599.89
  603.48,   601.99,   724.98
  598.80,   726.52,   474.77
  601.45,   726.70,   599.49
  604.04,   726.98,   724.72
  599.51,   851.42,   474.36
  601.96,   851.69,   599.27
  604.67,   852.03,   724.36
  723.11,   600.80,   472.41
  725.83,   601.02,   597.24
  728.39,   601.38,   722.30
  723.75,   725.79,   472.23
  726.43,   726.09,   596.92
  729.09,   726.38,   722.01
  724.39,   850.80,   471.83
  727.07,   851.02,   596.66
  729.69,   851.33,   721.67
  848.09,   600.21,   469.81
  850.80,   600.43,   594.56
  853.36,   600.69,   719.69
  848.79,   725.06,   469.53
  851.38,   725.53,   594.29
  854.02,   725.70,   719.42
  849.34,   850.02,   469.21
  852.05,   850.43,   593.95
  854.62,   850.71,   719.06
  601.73,   600.81,   599.45
  603.69,   599.32,   724.53
  605.67,   597.86,   849.40
  602.71,   725.78,   600.82
  604.61,   724.29,   726.06
  606.67,   722.71,   850.78
  603.58,   850.75,   602.35
  605.61,   849.34,   727.46
  607.65,   847.71,   852.20
  726.74,   599.78,   597.48
  728.61,   598.37,   722.54
  730.56,   596.91,   847.48
  727.70,   724.84,   598.92
  729.66,   723.37,   724.03
  731.61,   721.94,   848.89
  728.70,   849.77,   600.41
  730.64,   848.32,   725.44
  732.55,   846.95,   850.42
  851.72,   598.86,   595.48
  853.59,   597.36,   720.62
  855.54,   596.08,   845.43
  852.65,   723.93,   596.94
  854.58,   722.33,   722.14
  856.61,   720.80,   846.89
  853.69,   848.88,   598.38
  855.53,   847.36,   723.56
  857.56,   845.94,   848.37
